corpus;text
626;THE MOTHER OF TWO CHILDREN SUFFERING FROM CYSTIC FIBROSIS DEVELOPED MARKED ALLERGIC SYMPTOMS AFFECTING THE EYES NOSE AND BRONCHI AND SEVERE BRONCHIAL ASTHMA ENSUED THE CAUSE OF THIS ALLERGY PROVED TO BE THE POWDER RELEASED ON OPENING THE CAPSULES OF PANCREATIC EXTRACT WHICH SHE PROVIDED FOR HER CHILDREN AT EACH MEALTIME THE RISK OF PANCREATIC EXTRACT TO THOSE HANDLING IT AND POSSIBLY ALSO TO PATIENTS SUFFERING FROM CYSTIC FIBROSIS IS EMPHASIZED
627;CYSTIC FIBROSIS MUCOVISCIDOSIS IS THE MOST COMMON POTENTIALLY LETHAL AUTOSOMAL RECESSIVE DISEASE IN CAUCASIAN PEOPLES DESPITE MUCH RESEARCH AND SEVERAL PROMISING LEADS THERE IS NO COMPLETELY RELIABLE TEST FOR DETECTING HETEROZYGOTES NOR A TEST FOR THE IDENTIFICATION OF THE AFFECTED HOMOZYGOUS FETUS IN UTERO ATTENTION IS BEING FOCUSED ON THE VALUE AND THE MEANS OF SCREENING NEWBORN INFANTS PILOT STUDIES CARRIED OUT IN THE PAST SIX YEARS HAVE INDICATED TWO MAIN POSSIBILITIES FIRSTLY THE EXAMINATION OF MECONIUM FOR EXCESS ALBUMIN REFINED TO INCLUDE IMMUNOELECTROPHORETIC ESTIMATION OF THE ALBUMIN ALPHA ANTITRYPSIN RATIO DISACCHARIDASES AND LYSOSOMAL ENZYMES A SECOND APPROACH IS BASED ON THE WORK WITH A CHLORIDE SENSITIVE ELECTRODE WHICH HAS BEEN MODIFIED RECENTLY TO GIVE GREATER PRECISION IN MEASUREMENT OF NEONATAL SWEAT ELECTROLYTES WHILE THE TESTS AVAILABLE ARE REASONABLY ACCURATE COLLABORATIVE TRIALS AND RESPIRATORY COULD IMPROVE THEIR EFFICIENCY STILL FURTHER NEVERTHELESS ANY SCREENING TEST IS PRESUMPTIVE ONLY AND THERE MUST BE AN ADEQUATE BACK UP SERVICE WITH A SPECIFIC VALIDATED DIAGNOSTIC TEST
628;THE CAMP ON LAKE COUCHICHING FOR CHILDREN WITH CF WAS STARTED IN INITIALLY CERTAIN CHANGES WERE NECESSARY TO MAKE THE CAMP SUITABLE FOR CF CAMPERS MOST OF THE ACTIVITIES NORMALLY AVAILABLE TO CAMPERS AT CAMP COUCHICHING ARE CONTINUED AS USUAL FOR OUR CF CAMPERS DURING THE MONTH OF AUGUST STAFF MEMBERS SPEND A GREAT DEAL OF TIME TEACHING THE CAMPERS ABOUT THE NEED FOR PANCREATIC ENZYMES EACH CYSTIC CHILD REQUIRES TWO OR THREE PHYSIOTHERAPY TREATMENTS EVERY DAY AFTER THE INHALATION OF PRESCRIBED BRONCHODILATORS AND ANTIBIOTICS
629;VALIDATION OF RIGID TUBE BRONCHOSCOPY WITH SMALL VOLUME ML INCREMENTS NOT TO EXCEED ML BRONCHIAL WASHING AS A THERAPEUTIC ADJUNCT WAS PERFORMED ON SIX PATIENTS WITH CYSTIC FIBROSIS USING SERIAL TESTS OF PULMONARY FUNCTION AS A YARDSTICK FOR ASSESSMENT OF EFFICACY TWO PATIENTS DID NOT UNDERGO THE PROCEDURE AND SERVED AS CONTROL SUBJECTS ALL PATIENTS WERE CHARACTERIZED AS HAVING VARYING SEVERITY OF PULMONARY INVOLVEMENT LARGE CENTRAL AIRWAYS WERE SEVERELY OBSTRUCTED AND OLDER PATIENTS HAD MORE TRAPPED GAS IN THEIR LUNGS HYPOXEMIA AND LARGE ALVEOLAR ARTERIAL OXYGEN PRESSURE DIFFERENCES P A A O WERE DUE TO INHOMOGENEITY OF ALVEOLAR VENTILATION RESULTS INDICATED THAT UP TO TEN DAYS TO TWO WEEKS BRONCHOSCOPIC BRONCHIAL WASHING MAY IN SOME INSTANCES IMPROVE MAXIMAL EXPIRATORY FLOW VOLUME CURVES AND SPECIFIC AIRWAY CONDUCTANCE AND DECREASE P A A O TOWARDS NORMAL DISTRIBUTION OF ALVEOLAR GAS P A A O TOWARDS NORMAL DISTRIBUTION OF ALVEOLAR GAS BECAME MORE HOMOGENEOUS WE CONCLUDE THAT BRONCHOSCOPIC BRONCHIAL WASHING MAY BE EFFECTIVE IN THE MANAGEMENT OF PATIENTS WITH CYSTIC FIBROSIS BY AUGMENTATION OF THEIR INADEQUATE CLEANSING FUNCTION OF THE CONDUCTING AIRWAYS
630;ONE HUNDRED FIFTY THREE LUNG LAVAGE PROCEDURES WERE PERFORMED ON CYSTIC FIBROSIS PATIENTS DURING THE YEARS TO LOCAL ANALGESIA WAS USED IN LAVAGES DONE VIA A RIGID BRONCHOSCOPE AND IN A GROUP OF LAVAGES DIRECTED BY A FIBEROPTIC BRONCHOSCOPE NO ABNORMALITIES IN CARDIAC RATE OR RHYTHM WERE OBSERVED WITH THE LAVAGES DIRECTED BY FIBEROPTIC BRONCHOSCOPE FIFTY SIX LAVAGES WERE PERFORMED UNDER GENERAL ANESTHESIA WITH CARDIAC ABNORMALITIES BEING NOTED AMONG THIS GROUP SUBJECTIVE IMPROVEMENT WAS NOTED IN OF THE PATIENTS WHO HAD LAVAGE UNDER GENERAL ANESTHESIA OBJECTIVE IMPROVEMENT WAS APPARENT IN OF THE PATIENTS WHO HAD LAVAGE WITH THE RIGID BRONCHOSCOPE AND OF THE PATIENTS WHO HAD LAVAGE BY FIBEROPTIC BRONCHOSCOPY IT IS CONCLUDED THAT PATIENTS WITH CYSTIC FIBROSIS OF VARYING STAGES OF DISABILITY CAN MORE SAFETY AND WITH GOOD IMPROVEMENT HAVE BRONCHIAL WASHOUTS WITH THE FIBER OPTIC BRONCHOSCOPE THAN WITH EITHER OF THE OTHER TWO TECHNIQUES
631;THE SERUM FROM OF THE PATIENTS WITH CYSTIC FIBROSIS C F WHO HAD A POSITIVE PRICK TEST IN THEIR SKIN TO AT LEAST ONE OR MORE ANTIGENS TOGETHER WITH ELEVATED CONCENTRATIONS OF TOTAL SERUM IGE ALSO GAVE STRONG IMMEDIATE PCA REACTIONS IN THE BABOON SKIN TO ASPERGILLUS FUMIGATUS BOVINE SERUM ALBUMIN AND EGG ALBUMIN OF THE C F PATIENTS ALSO HAD ELEVATED SERUM SPECIFIC IGE TO A FUMIGATUS WHEREAS ONLY HAD EITHER RAISED SPECIFIC IGE OR PCA REACTION TO DERMATOPHAGOIDES PTERONYSSINUS ABOLITION OF THE PCA ACTIVITY BY INCUBATING THE C F SERA OR SPUTUM AT DEGREES C SUGGESTED THAT THE REAGINIC ANTIBODY WAS IGE RATHER THAN IGG PCA REACTIONS TO A NUMBER OF ALLERGENS COULD BE DETECTED IN BOTH THE C F SPUTUM AND SALIVA SEVERAL OF THE C F HETEROZYGOTES HAD A STRONGLY POSITIVE HISTORY OF ALLERGY AND A SIGNIFICANT NUMBER OF THESE HETEROZYGOTES HAD AN ELEVATED SERUM TOTAL IGE AS WELL AS POSITIVE PCA TO TIMOTHY GRASS POLLEN OR TO D PTERONYSSINUS SIMILAR TO THE PATIENTS WITH ASTHMA OR HAY FEVER THREE C F PATIENTS WHO DIED GAVE STRONG PRICK TEST REACTIONS TO SEVERAL ALLERGENS AND THEIR SERA ALSO HAD RAISED SERUM IGE AND POSITIVE PCA TO AT LEAST THREE DIFFERENT ALLERGENS SUGGESTING THAT IMMEDIATE HYPERSENSITIVITY IS OF SOME SIGNIFICANCE IN PATIENTS WITH C F
632;CYSTIC FIBROSIS CF CHILDREN HAD A GREATER VARIABILITY OF SKIN PRICK TEST RESPONSE COMPARED WITH ASTHMATIC CHILDREN WHEN THE TESTS WERE PERFORMED ON TWO OCCASIONS THIS SUGGESTS THAT THERE IS A DIFFERENT CAUSE FOR THE ALLERGY IN THE TWO GROUPS PERHAPS BECAUSE THE ASTHMATICS HAVE A TRANSIENT PERIOD OF SUSCEPTIBILITY TO SENSITIZATION IN INFANCY AND THE CF CHILDREN A PERSISTENT VULNERABILITY AMONGST THE ASTHMATIC CHILDREN CLINICAL IMPROVEMENT WAS ASSOCIATED WITH LOSS OF SOME SKIN PRICK TEST REACTIONS AND CLINICAL DETERIORATION WITH AN INCREASE IN THE NUMBER OF POSITIVE REACTIONS THUS CONTINUING ALLERGIC REACTIONS MAY MAINTAIN A MUCOSAL DEFECT RESULTING IN A PERSISTENCE OF SUSCEPTIBILITY TO ALLERGEN SENSITIZATION AND CONTROL OF THE REACTIONS MAY RE ESTABLISH NORMAL MUCOSAL DEFENCE MECHANISMS
633;THE INCORPORATION OF FUCOSE TO GLYCOPROTEIN ACCEPTORS PREPARED FROM THE SALIVA OF CYSTIC FIBROSIS CF PATIENTS WAS COMPARED WITH THE INCORPORATION INTO ACCEPTORS FROM CONTROLS THE CF ACCEPTOR GLYCOPROTEIN INCORPORATED SIGNIFICANTLY MORE FUCOSE IN THE PRESENCE OF EITHER PATIENTS OR CONTROL PLASMA THE FUCOSYL TRANSFERASE ACTIVITY IN THE PATIENTS PLASMA WAS NOT SIGNIFICANTLY DIFFERENT FROM CONTROLS FUCOSIDASE ACTIVITY WAS SIMILAR ALSO FOR BOTH GROUPS THE PROTEIN BANDS OF THE ACCEPTOR GLYCOPROTEINS FROM THE PATIENTS SALIVA DIFFERED FROM THOSE OF THE CONTROL IN NUMBER AND ELECTROPHORETIC MOBILITY ON THE BASIS OF THESE STUDIES OF FUCOSE INCORPORATION WE PROPOSE THAT GLYCOPROTEIN IN THE SALIVARY SECRETION OF E A PATIENTS ARE QUALITATIVELY DIFFERENT FROM NORMAL
634;THE COMBINED USE OF SPECIAL CELL CULTURE TECHNIQUES AND BIOCHEMICAL ULTRAMICROMETHODS PERMITS ONE TO HANDLE VERY SMALL AMOUNTS OF MATERIALS TO REDUCE THE COSTS OF CHEMICALS AND MORE ACCURATELY TO ASSESS GENE DOSAGE EFFECTS BY EXPRESSING ENZYME ACTIVITIES PER CELL INSTEAD OF PER TOTAL CELL PROTEIN AN ALKALINE PHOSPHATASE INDUCTION TEST HAS BEEN DEVELOPED WHICH ALLOWS ONE TO SCREEN SMALL NUMBERS OF FIBROBLASTS FOR LYSOSOMAL STORAGE DISEASES CYSTIC FIBROSIS AND CHROMOSOMAL DISORDERS A SUCCESSFUL ATTEMPT HAS BEEN MADE TO AUTOMATE THE MICROTECHNIQUES COMBINING THE ALKALINE PHOSPHATASE INDUCTION WITH THE ULTRAMICRO AUTOMATIZATION SHOULD EVENTUALLY PERMIT ONE TO SCREEN ALL PREGNANCIES FOR MAJOR POSSIBLE FETAL GENETIC DEFECTS AUTOMATED ULTRAMICRO ENZYME ASSAYS SHOULD CONTRIBUTE TO THE GENERAL DEVELOPMENT OF CLINICAL CHEMISTRY
635;WE DESCRIBE A NEW METHOD FOR MEASURING PANCREATIC AND SALIVARY TYPE AMYLASES IN SERUM THAT REQUIRES NO ELECTROPHORESIS OR CHROMATOGRAPHY AN INHIBITOR PROTEIN FROM WHEAT WITH A FOLD GREATER SPECIFICITY FOR HUMAN SALIVARY THAN FOR HUMAN PANCREATIC AMYLASE WAS USED TO ANALYZE MIXTURES OF THE TWO ENZYMES THE CONCENTRATION OF PANCREATIC AND SALIVARY AMYALASE WAS DETERMINED IN NORMAL SERA MEN AND WOMEN STATISTICALLY SIGNIFICANT DIFFERENCES WERE FOUND FOR SERUM PANCREATIC AMYLASE BETWEEN MEAN AND WOMEN HIGHER VALUES BEING SHOWN IN WOMEN NO SEX RELATED DIFFERENCE WAS FOUND FOR THE SALIVARY COMPONENT OF SERUM AMYLASE WITH THIS METHOD THE INCREASE IN SERUM AMYLASE ACTIVITY IN PANCREATITIS WAS SHOWN TO BE ATTRIBUTABLE TO THE PANCREATIC COMPONENT IN MUMPS THE INCREASE IS ATTRIBUTABLE TO THE SALIVARY COMPONENT IN PANCREATIC INSUFFICIENCY SERUM PANCREATIC AMYLASE ACTIVITIES WERE SIGNIFICANTLY LOWER THAN IN THE CONTROLS OUR METHOD IS SIMPLE AND RAPID OUR RESULTS AGREE WELL WITH THOSE OF OTHER AUTHORS WHO USED CHROMATOGRAPHIC OR ELECTROPHORETIC METHODS
636;CULTURE MEDIUM FROM FIBROBLASTS OF CYSTIC FIBROSIS PATIENTS AND CONTROLS WAS EXAMINED FOR THE ABILITY TO INHIBIT CALCIUM PLUS MAGNESIUM ACTIVATED ATPASE AND SODIUM PLUS POTASSIUM ACTIVATED ATPASE THE ATPASE SYSTEMS USED WERE BOTH A SOLUBILISED PREPARATION FROM DOG FISH AND A MEMBRANE ASSOCIATED PREPARATION FROM HUMAN ERYTHROCYES CONTRARY TO OTHER REPORTS THE MEDIUM FROM CYSTIC FIBROSIS FIBROBLASTS DID NOT INHIBIT ATPASE ACTIVITY
637;THE IN SITU SWEAT TEST IS PRONE TO ERRORS FROM VARIOUS SOURCES THIS PAPER EXAMINES ERRORS DUE TO EVAPORATION ABSORPTION OF WATER INTO THE SKIN AND PRESSURE OF THE ELECTRODE ON THE SKIN ONLY EVAPORATION CAUSED SERIOUS ERRORS THE ACCURACY AND PRECISION WHEN MEASURING SMALL CHLORIDE SWEAT SAMPLES ON THE SKIN ARE NOT SIGNIFICANTLY WORSE THAN WHEN MEASURING BULK SOLUTIONS
638;FILLING SOLUTION LEAKAGE REPRODUCIBILITY STABILITY INTERFERENCES AND TEMPERATURE EFFECTS HAVE BEEN STUDIED IN RELATION TO THE USE OF THE ORION COMBINATION CHLORIDE ION SELECTIVE ELECTRODE IN SWEAT TESTING FOR CYSTIC FIBROSIS WHILE STABILITY AND REPRODUCIBILITY IS GOOD CERTAIN ANTISEPTIC SYSTEMS AND ESPECIALLY HIBITAINE CHLORHEXIDINE GLUCONATE INTERFERE WITH THE ELECTRODE AND THEREFORE NEED TO BE ABSENT DURING SWEAT TESTING TEMPERATURE CONDITIONS DURING CALIBRATION AND SWEAT TESTING NEED TO BE CONTROLLED IN VIEW OF THE EXTENT OF RESPONSE VARIATIONS FOR EVEN MODEST TEMPERATURE DIFFERENCES BETWEEN SENSOR SKIN INTERFACE AND ELECTRODE STEM
639;USING A MICRO METHOD FOR THE DETERMINATION OF PLASMA ARGININE ESTERASE ACTIVITY WE HAVE INVESTIGATED THE VALUES FOR SOYBEAN TRYPSIN INHIBITOR STI INHIBITED ARGININE ESTERASE ACTIVITY IN PATIENTS WITH CYSTIC FIBROSIS OBLIGATE HETEROZYGOTES AND AGE MATCHED CONTROL INDIVIDUALS THE MEAN OF STI INHIBITED ACTIVITY IS LOWEST FOR CYSTIC FIBROSIS PATIENTS WHILE THE MEAN FOR NORMAL CONTROLS IS THE HIGHEST THE MEAN OF STI INHIBITED ACTIVITY FOR THE HETEROZYGOTES IS MIDWAY BETWEEN THE VALUES OF THE PATIENTS AND THE NORMAL INDIVIDUALS THE DEFICIENCY OF ARGININE ESTERASE ACTIVITY WAS STATISTICALLY SIGNIFICANT FOR BOTH CYSTIC FIBROSIS PATIENTS AND HETEROZYGOTES
640;THE COMPLEX OF TRYPSIN WITH PURIFIED ALPHA MACROGLOBULIN FROM NORMALS AND PATIENTS WITH CYSTIC FIBROSIS WAS STUDIED THE FORMED COMPLEX FAILED TO REVEAL ANY PROTEOLYTIC ACTIVITY TOWARD A HIGH MOLECULAR WEIGHT SUBSTRATE WHEREAS THE ESTEROLYTIC ACTIVITY TOWARDS A LOW MOLECULAR WEIGHT SUBSTRATE WAS RETAINED THIS ESTEROLYTIC ACTIVITY WAS RESISTANT TO INHIBITION BY A HIGH MOLECULAR WEIGHT INHIBITOR DURING IINCUBATION AT DEGREES C THE COMPLEX WITH NORMAL ALPHA MACROGLOBULIN WAS SLOWLY INHIBITED BY THE HIGH MOLECULAR WEIGHT INHIBITOR AND REGAINED ACTIVITY WITH THE HIGH MOLECULAR WEIGHT SUBSTRATE THIS PHENOMENON WAS NOT OBTAINED WHEN THE ALPHA MACROGLOBULIN FROM CYSTIC FIBROSIS WAS EXAMINED THESE DATA SUGGEST THAT THE GRADUAL CONVERSION OF NORMAL ALPHA MACROGLOBULIN TRYPSIN COMPLEX INTO AN ALPHA MACROGLOBULIN FRAGMENT TRYPSIN COMPLEX IS DEFICIENT IN PATIENTS WITH CYSTIC FIBROSIS
641;THE INTRACTABLE DIARRHOEA SYNDROME OF INFANCY CONTINUES TO BE A MAJOR DIAGNOSTIC AND THERAPEUTIC CHALLENGE TO THE PAEDIATRICIAN AND PAEDIATRIC GASTROENTEROLOGIST A CAREFULLY ORGANIZED STAGED APPROACH TO DIAGNOSIS WILL PROVIDE THE BEST METHOD OF IDENTIFYING THOSE INFANTS IN WHOM A SPECIFIC AETIOLOGY EXISTS AND FOR WHOM SPECIFIC THERAPY IS OFTEN AVAILABLE REGARDLESS OF AETIOLOGY HOWEVER THE EARLY USE OF APPROPRIATE NUTRITIONAL SUPPORT WILL NOT ONLY REDUCE MORBIDITY AND MORTALITY IN THESE INFANTS BUT WILL PREVENT THE DEVELOPMENT OF MANY OF THE SECONDARY CONSEQUENCES OF MALNUTRITION THE PHYSICIAN MUST COMPULSIVELY PAY ATTENTION TO THE DETAILS OF DAILY MANAGEMENT AND PROVIDE AN ORGANIZED APPROACH TO DIAGNOSIS AND TREATMENT IN ORDER TO IMPROVE THE OUTCOME OF INFANTS WITH INTRACTABLE DIARRHOEA
642;IT IS APPARENT THAT BILE ACID METABOLISM IN THE YOUNG CHILD MUST BE EVALUATED WITHIN THE CONTEXT OF A MATURING ORGANISM ACCORDINGLY INFORMATION HAS BEEN PRESENTED SO THAT THE PHYSICIAN AND THE INVESTIGATOR WILL BE ABLE TO INTEGRATE NEW DATA CONCERNING MECHANISMS OF BILE SALT ACTION OR POSE NEW QUESTIONS CONCERNING PREVIOUSLY EXISTING HYPOTHESES OF HEPATIC AND INTESTINAL FUNCTION IN CHILDREN
643;PANCREATIC DEVELOPMENT BEGINS DURING THE FOURTH WEEK OF GESTATION IN ANNULAR PANCREAS THE VENTRAL PANCREAS FAILS TO MIGRATE TO THE RIGHT OF THE DUODENUM DUPLICATION OF THE PANCREATIC DUCTS IS A RARE ENTITY PROBABLY ARISING FROM ACCIDENTAL MISPLACEMENT OF MUCOSAL CELLS FROM THE DUODENUM OR STOMACH DURING THE DEVELOPMENT OF THE PANCREATIC POUCHES CONGENITAL PANCREATIC CYSTS MAY BE SINGLE MULTIPLE UNILOCULAR OR MULTILOCULAR AND CAN BE ASSOCIATED WITH POLYCYSTIC DISEASE OF THE KIDNEY LIVER OR SPLEEN ECTOPIC PANCREAS OCCURS BEFORE OR DURING THE ROTATION OF THE VENTRAL PANCREAS AND ITS FUSION WITH THE DORSAL PANCREAS FEW TUMOURS OF THE PANCREAS HAVE BEEN REPORTED IN CHILDREN LESS THAN YEARS OF AGE THE EVALUATION OF PATIENTS VIA DIFFERENT PANCREATIC FUNCTION TESTS IS SIGNIFICANT ONLY WHEN THE RESULTS ARE INTERPRETED IN THE LIGHT OF CLINICAL MANIFESTATIONS TESTS OF EXOCRINE PANCREATIC FUNCTION IN CHILDHOOD INCLUDE STOOL EXAMINATION THE TRIOLEIN TEST BLOOD EXAMINATION ANALYSIS OF DUODENAL CONTENTS THE SECRETIN PANCREOZYMIN TEST PANCREATIC SCANNING WITH SELENOMETHIONINE TRANSDUODENAL PANCREATOGRAM ABDOMINAL ULTRASOUND AND ARTERIOGRAPHY AND UPPER GASTROINTESTINAL X RAY THE MOST PREVALENT DISORDER OF THE PANCREAS IN INFANCY AND CHILDHOOD IS EXOCRINE PANCREATIC INSUFFICIENCY WELL OVER PER CENT OF INFANTS AND CHILDREN WITH PANCREATIC INSUFFICIENCY HAVE CYSTIC FIBROSIS SHWACHMAN SYNDROME IS THE SECOND MOST COMMON CAUSE OF PANCREATIC INSUFFICIENCY AND IS ASSOCIATED WITH NEUTROPENIA METAPHYSEAL DYSTOSIS SEVER STUNTING OF GROWTH ECZEMA AND SUSCEPTIBILITY TO INFECTIONS PATIENTS WITH CYSTIC FIBROSIS WHO HAVE PARTIAL PANCREATIC INSUFFICIENCY SOMETIMES SHOW DISSOCIATION OF DIFFERENT ENZYME ACTIVITIES ALTHOUGH PANCREATITIS IS COMPARATIVELY RARE IN INFANCY AND CHILDHOOD WE SUSPECT THAT IT IS OFTEN OVERLOOKED
644;WE SUGGEST THAT THE INTRAUTERINE DETECTION OF CYSTIC FIBROSIS MAY BE BASED ON THE INVESTIGATION OF THE AMNIOTIC FLUID IT IS KNOWN THAT THE PROTEIN CONTENT OF THE MECONIUM OF HOMOZYGOTIC NEWBORN INFANTS IS SIGNIFICANTLY INCREASED WHEREAS THAT OF HETEROZYGOTIC INFANTS IS ONLY MODERATELY INCREASED AS A RESULT OF INTRAUTERINE INTESTINAL ACTIVITY THE BOWEL CONTENT MAY BE EXCRETED INTO THE AMNIOTIC FLUID THUS A DETECTABLE DEVIATION IN THE PROTEIN CONTENT OF AMNIOTIC FLUID MAY BE EXPECTED WE DECIDED TO DETERMINE THE TOTAL PROTEIN CONTENT AND THE AMOUNT OF ACID SOLUBLE GLYCOPROTEINS IN AMNIOTIC FLUID SAMPLES BOTH BY POLOGRAPHY AND BY MEASURING THE HEXOSE CONTENT IN THE HOMOZYGOUS CASE A SLIGHT INCREASE WAS OBSERVED IN TOTAL PROTEIN CONTENT WHEREAS IN THE HETEROZYGOUS CASES NO CHANGES WERE OBSERVED
645;A GROUP OF OBLIGATE HETEROZYGOTES FOR THE CYSTIC FIBROSIS GENE WERE EXAMINED FOR GENETIC TYPE OF PANCREATIC ISOAMYLASES AS WELL AS ENZYME ACTIVITY OF PANCREATIC ISO AMYLASES SALIVARY ISOAMYLASES AND TOTAL AMYLASE IN SERUM THE ANALYSIS WAS PERFORMED USING ELECTROPHORETIC SEPARATION FOR DETECTION OF THE VARIOUS TYPES OF ISOAMYLASES AND THEIR RELATIVE ACTIVITY WAS DETERMINED BY MEANS OF DENSITOMETRY THE ACTIVITIES OF SALIVARY ISOAMYLASES AND TOTAL AMYLASE IN SERUM SHOWED NO SIGNIFICANT DIFFERENCES BETWEEN THE CYSTIC FIBROSIS HETEROZYGOTES AND A CONTROL GROUP THE FREQUENCY OF THE VARIANT GENE FOR PANCREATIC ISOAMYLASE WAS ALSO THE SAME AS IN THE CONTROLS THE MEAN VALUE FOR PANCREATIC ISOAMYLASE WAS SLIGHTLY HIGHER IN THE CYSTIC FIBROSIS HETEROZYGOTES THAN IN THE CONTROL GROUP GREATER THAN P GREATER THAN
646;BIOASSAYS USING CILIARY SYSTEMS HAVE DETECTED A FACTOR OR FACTORS IN CYSTIC FIBROSIS CF SERA AND TISSUE CULTURE MEDIUM DERIVED FROM CF CELLS THE TYPICAL SHORTCOMINGS OF AN ASSAY MEASURING BIOLOGICAL ACTIVITY HAVE BEEN STUDIED AND THE MEANS TO OVERCOME THE WEAKNESSES OF THE OYSTER GILL CILIA ASSAY HAVE BEEN ESTABLISHED THE PRESENCE OF THE CYSTIC FIBROSIS MUCOCILIARY INHIBITOR CFMI IN EXPERIMENTAL FRACTIONS MAY BE DETERMINED BY ACCEPTING DATA FROM ONLY THOSE ASSAYS IN WHICH AUTHENTIC CF AND NORMAL NON CF FRACTIONS GIVE DEFINED REACTIONS BY MEASURING THE REACTION OF EACH SAMPLE AT LEAST THREE TIMES AND BY EXAMINING EACH EXPERIMENTAL SAMPLE AT A PROTEIN CONCENTRATION GREATER THAN THE MINIMUM ESTABLISHED IN THIS STUDY THE RELATIVE CONCENTRATIONS OF THE CFMI PRESENT IN THE FIRST STEPS OF PURIFICATION OF SERUM AND MEDIUM HAVE BEEN CALCULATED IN TERMS OF UNITS OF INHIBITION GENERALLY THE UNITS OF INHIBITION PRESENT IN SERUM AND MEDIUM FRACTIONS FROM HETEROZYGOTES ARE CLOSE TO ONE HALF OF THAT IN FRACTIONS FROM HOMOZYGOUS SOURCES ANALOGOUS FRACTIONS CONCENTRATED FROM A NORMAL NON CF SOURCE NEVER INHIBITED MUCOCILIARY ACTIVITY EVEN WHEN TESTED AT NEARLY TIMES THE CF CONCENTRATION CILIARY ASSAYS UTILIZING OYSTER GILLS ARE ESSENTIAL FOR MONITORING FRACTIONATION PROCEDURES AIMED AT PURIFYING THE CFMI AND HAVE BEEN SHOWN TO BE CAPABLE AND RELIABLE ENOUGH TO DO SO
647;ALTHOUGH THE MAJORITY OF PATIENTS WITH CYSTIC FIBROSIS CF SHOW A TYPICAL CLINICAL COURSE A MINORITY WITH THE SAME CLINICAL PHENOTYPE AT THE TIME OF INITIAL DIAGNOSIS HAVE AN ATYPICAL MILD COURSE SKIN FIBROBLAST CULTURES WERE ESTABLISHED FROM MEMBERS OF THE FAMILY OF ONE SUCH ATYPICAL CF ADULT PATIENT PREVIOUSLY IDENTIFIED DANES ET AL AS CF CLASS II AMETACHROMATIC AND NO METABOLIC COOPERATION WITH CF CLASS I FIBROBLASTS THE OFFSPRING OF CLASS I METACHROMATIC METABOLIC COOPERATION WITH NORMAL FIBROBLASTS CLASS II MATING THE CULTURE PHENOTYPE FOR CLASS I WAS TRACED ON THE MATERNAL SIDE AND FOR CLASS II ON THE PATERNAL SIDE THROUGH CONSECUTIVE GENERATIONS AND THE CULTURE PHENOTYPE OF EACH CLASS SEGREGATED THIS FAMILY STUDY ADDED EXPERIMENTAL EVIDENCE TO SUPPORT THE HYPOTHESIS THAT THE ATYPICAL MILD CLINICAL FEATURES AND COURSE OF THIS ADULT CF PATIENT WERE DUE TO TWO DIFFERENT CF GENES COMBINING TO PRODUCE A GENETIC COMPOUND EXPRESSING A MILD FORM OF CF
648;IN PATIENTS WITH CYSTIC FIBROSIS CF OF THE PANCREAS OPTIC NEURITIS AND PERIPHERAL NEURITIS HAVE BEEN REPORTED TO FOLLOW TREATMENT WITH CHLORAMPHENICOL THIS TOXIC SEQUEL APPEARS TO BE RELATED TO THE DOSAGE AND DURATION OF THERAPY IN PATIENTS WITH OTHER DISEASES WHO ARE TREATED WITH CHLORAMPHENICOL THE RISK OF DEVASTATING BONE MARROW TOXICITY HAS BEEN ESTIMATED TO RANGE FROM TO WE HAVE FOUND ONLY TWO REPORTS OF PATIENTS WITH CF WHO HAD HEMATOLOGIC COMPLICATIONS AFTER TREATMENT WITH CHLORAMPHENICOL WE HERE REPORT A YEAR OLD GIRL WHO HAD SELECTIVE DEPRESSION OF THE ERYTHROID BONE MARROW ANOREXIA WEIGHT LOSS TEMPORARY HAIR LOSS AND RETARDATION OF GROWTH AFTER PROLONGED ADMINISTRATION OF CHLORAMPHENICOL
649;MECONIUM ILEUS IN THE NEONATE IS THE PRESENTING SYMPTOM IN TO PER CENT OF INSTANCES OF CYSTIC FIBROSIS OF THE PANCREAS SIMILAR INTESTINAL OBSTRUCTION OCCURRING LATER IN THE POST NEONATAL PERIOD IS A RARE OCCURRENCE AND WAS CALLED MECONIUM ILEUS EQUIVALENT BY JENSEN OF CASES AFFECTED BY THIS SYNDROME REPORTED IN MEDICAL LITERATURE ONLY WERE INFANTS WE REPORT A WEEK OLD PATIENT WHO DIED DAYS AFTER SURGERY FOR SMALL BOWEL OBSTRUCTION THE CLINICAL SUSPICION OF CYSTIC FIBROSIS WAS CONFIRMED AT AUTOPSY
650;MINOCYCLINE HYDROCHLORIDE WAS GIVEN TO PATIENTS WITH CYSTIC FIBROSIS OF THE PANCREAS FOR PERIODS OF MONTHS OVER A BROAD SPECTRUM ANTIBIOTIC DRUG ROTATION WHICH LASTED YEARS INCREASED WEIGHT GAIN AND SOME CLINICAL IMPROVEMENT WAS SEEN DURING TREATMENT WITH MINOCYCLINE THOSE PATIENTS WITH SEVERE DISEASE GAINED MORE WEIGHT THAN THOSE WITH MILD OR MODERATE DISEASE AND MALES GAINED MORE THAN FEMALES WHEN MINOCYCLINE HYDROCHLORIDE WAS NOT THE DRUG IN USE PATIENTS LOST WEIGHT AND THEIR HEALTH DECLINED
